user_type,sleep_hours,sleep_quality,screen_time,workload,energy_level,stress_level,previous_focus_hours,eye_strain,eye_discomfort,head_discomfort,mental_fatigue,neck_back_discomfort,difficulty_concentrating,focus_hours
Student,8.198571664311043,4,5.846603241228372,2,5,2,4.397883274880494,3,2,0,1,1,0,4.547130819274804
Student,7.186271107027932,3,5.522321130480439,2,5,2,5.505749112048701,0,0,2,2,2,0,4.854315862235743
Professional,5.049005052335323,2,9.923278819123462,4,1,4,1.5213526114370515,4,4,2,3,5,4,0.0
Student,6.409853167459134,3,11.599610334153017,5,1,5,1.7355386210268464,3,4,5,3,3,5,0.0
Professional,8.398131825542514,4,3.91385673753933,5,5,3,6.439289573384745,0,0,0,5,1,3,2.802598090428449
Student,5.696263067066861,1,8.074372772586727,5,2,5,2.5366855760965983,3,4,3,4,2,5,0.0
Professional,5.5302735235158424,2,7.259577353560899,5,1,4,2.3898623471993043,3,3,3,3,2,5,0.0
Student,7.001679719443429,3,4.543714065172656,3,4,3,5.889472570751824,1,0,1,2,1,0,2.3072327288211802
Professional,5.6327181273909375,2,11.749474900093121,4,3,4,1.692296156449515,4,4,2,4,5,5,0.0
Student,6.560805802157298,5,6.423024771649442,3,3,2,3.0638995137807883,0,1,2,1,3,2,2.759503247523422
Student,6.835777514061512,4,6.826339442901197,2,3,2,3.994826864669845,2,2,1,2,2,2,1.1601028631514654
Student,7.629673951033652,5,2.5329188291073694,4,5,1,7.270816950611898,1,2,1,4,0,0,5.329629027077795
Student,7.4225628769975,4,5.253702242609267,4,5,3,6.672114673154066,2,1,0,4,2,2,4.246307471895159
Professional,7.043597018526659,4,5.264764251037226,3,4,1,6.503354351993259,2,3,0,1,1,0,4.5488964287393445
Student,6.181826210150874,2,11.681169505984265,4,2,4,1.312025467176759,3,3,3,2,5,3,0.0
Student,4.481494208153648,1,11.471504690536399,4,1,4,2.568059173498783,4,5,1,1,5,4,0.0
Student,5.227473787631051,1,8.97593987548133,2,1,4,3.953396890822842,2,2,4,1,5,3,0.0
Student,5.069430255015249,2,9.390312132969903,4,3,4,3.1942658420842984,3,2,2,4,5,5,0.0
Professional,4.9485475296538715,2,8.47035579586522,5,2,4,2.8283492751408206,2,3,2,5,4,5,0.0
Student,7.405049448445437,3,6.289049210454845,3,5,2,5.802761766033449,0,1,0,1,2,0,5.866992375362632
Professional,8.11024004964142,4,5.809998292876308,3,4,2,3.51550550005813,0,0,2,2,2,0,2.7877347838544093
Professional,5.913092822169383,1,10.774137193258271,4,2,5,3.8713009626407264,4,4,2,5,3,5,0.0
Student,6.043615005813253,1,9.392143383847277,4,2,4,1.2029732094742325,3,3,2,3,5,5,0.0
Professional,4.97828331218015,3,10.377845096118348,5,3,4,2.981189091098148,5,5,2,3,5,3,0.0
Student,4.295229395492833,1,7.312319599079932,4,1,4,3.859012465629161,2,2,2,3,1,4,0.0
Student,8.790088575594968,5,4.935762005406513,3,4,2,7.392126124310542,1,1,0,3,4,1,4.828862289063536
Professional,7.939550019677382,4,2.077308591008163,5,4,2,5.753944753876265,0,0,1,2,1,0,5.394811815530699
Professional,5.229593808651163,1,9.987856901832679,2,2,4,3.2204522417529953,3,2,2,1,5,3,0.0
Student,8.595447336719577,4,4.414042165704055,5,5,1,7.958110969967143,0,0,0,2,1,0,6.93640672566784
Student,4.898001402609818,1,8.968903847363812,2,2,5,1.6244016922564282,2,1,3,3,3,3,0.0
Professional,7.763395185646214,5,3.481466954060044,2,4,2,3.100171712486927,1,2,1,0,0,0,5.922936218712426
Professional,6.965531928586707,3,3.4397224731778016,2,5,3,3.9775403411722134,0,0,2,2,0,0,4.629579032606888
Student,6.723097461710605,5,6.026519369536791,2,5,2,3.6167689837417307,2,3,2,3,2,0,3.6969454976130245
Student,7.678140172237892,4,4.261143464977866,5,4,2,6.166332560252076,0,1,1,3,1,0,4.531139341278851
Professional,6.319162511136712,1,7.891749142240901,4,1,3,3.583543696891099,2,2,3,2,2,3,0.0
Professional,6.687215474471441,5,4.809044040300963,2,3,3,3.3502621080349164,0,0,2,2,3,2,3.4499915536397303
Student,5.998774573554735,1,9.540058137321076,2,2,5,2.2247464349497235,3,2,2,5,5,5,0.0
Professional,7.00043391778426,4,5.501052110173337,2,5,2,5.1403867039814,1,0,3,1,2,0,4.345361138680937
Student,4.89703974043392,3,6.451789938118812,3,2,5,2.9256625106286345,3,3,1,4,1,5,0.0
Professional,5.834031007079168,2,7.852593060225775,4,2,4,1.7336786527938681,2,1,4,2,1,4,0.0
Student,7.264291933777537,4,4.9279808877839315,2,4,2,5.057287325280169,0,0,1,1,3,0,6.459873754221286
Student,5.255667347130498,1,8.65998876405598,5,1,4,2.947322286810113,3,4,2,5,3,5,0.0
Student,7.791279439525956,4,3.5910257670651484,2,4,3,3.081949718176311,1,2,0,2,0,0,3.52823792659795
Professional,6.586405728704348,4,3.132789634260042,2,4,2,4.4969683997897185,0,0,1,3,2,1,4.656974530782264
Student,7.650216078581194,4,5.058394895497164,2,3,2,4.625103319495855,1,2,1,4,1,3,2.6542164881799817
Professional,6.772382763901508,3,5.961762363661781,4,1,3,2.291694526509594,3,2,1,3,0,5,0.0
Professional,4.623539703505826,2,7.380853309459624,5,2,4,1.9734203749693333,1,0,4,4,5,5,0.0
Student,7.781507994152252,4,6.2808847909661125,3,5,3,3.930278351001775,2,3,0,1,2,0,4.433995978651987
Professional,7.018984391071998,4,3.4389634780100926,4,5,1,7.8930586899204975,1,1,0,1,1,0,5.712995400902181
Professional,8.452451409387782,4,2.7839894750995553,5,5,3,7.024765331313492,0,0,1,5,1,1,5.219693807581043
Student,7.211466956130933,5,6.163000664261574,2,5,3,3.0285700668418682,1,1,2,2,3,0,6.626257670126412
Student,5.508351573755567,1,10.245430100157584,5,1,5,3.499328252258909,4,4,2,4,5,5,0.0
Student,7.855702368613669,3,4.7010005624533395,3,4,3,5.660640855363122,3,2,3,4,1,2,0.993018502222502
Professional,7.819243669619227,3,3.499874472607334,3,5,2,3.0237763740222823,0,0,1,1,3,0,4.266037854166912
Professional,7.560240393202776,5,5.704158236329995,5,5,1,6.160093129842216,1,2,2,1,2,0,4.623302133573347
Student,6.952223821268517,4,5.311597538543337,3,5,3,3.955813294039478,4,5,3,3,3,0,0.8439261261281312
Student,5.888453222120392,2,11.204588737008455,4,1,4,2.9749026352132097,4,4,3,4,5,4,0.0
Student,8.421250904761411,5,4.2616617372844825,4,5,3,5.8393846275542085,1,1,3,2,3,0,4.615789100644916
Professional,6.851677439620037,4,5.971614411529597,3,3,2,4.698081391697013,1,2,0,3,5,2,2.426817349961699
Professional,4.186198216515939,3,10.89535724299388,5,3,5,3.9123061724282406,5,5,2,3,5,4,0.0
Student,6.501698219243436,4,5.6271480438577175,2,5,3,3.833794801035672,0,0,2,1,2,0,4.683787175315927
Student,6.62345387039071,3,7.622126558710127,2,2,5,2.789463517744452,2,2,2,3,2,5,0.0
Student,4.227599173024345,2,8.582911545495367,5,1,5,1.3280404698945674,4,5,2,5,4,5,0.0
Professional,6.051810030060504,3,6.020631423315986,3,2,3,1.8843526275357747,2,2,1,2,1,1,0.0
Professional,5.469775194586222,3,7.248171770182892,5,2,4,3.78694724558262,4,3,1,4,4,5,0.0
Professional,7.209385226145169,4,3.839304143794868,2,4,2,4.395314178848906,2,3,0,2,3,0,4.921982802195576
Professional,7.133592126110696,4,4.790418005577449,5,5,2,7.4128782336642,0,0,0,2,2,0,6.426427195400997
Professional,5.0544151855888835,3,5.822178916444509,2,1,4,3.666745825888466,0,0,3,1,3,4,0.0
Student,7.853205560919766,5,3.6591873775527124,5,4,3,5.243924219909955,1,0,0,3,3,0,4.619409836927657
Professional,5.989621486242715,2,6.591697610652135,4,1,5,3.4831335724402224,2,3,3,5,3,5,0.0
Professional,6.52395030114215,2,7.79415580705928,4,2,5,1.8148511581449012,2,1,3,3,3,5,0.0
Student,8.209622312634561,5,4.490180449661522,3,5,3,3.255747735034651,1,0,1,3,1,2,3.5411102005849857
Student,7.8245144903292845,5,6.359932099446989,2,3,2,3.231246079082023,1,0,0,2,4,0,3.32310109090418
Student,8.62193719694008,5,5.261865189627658,4,4,1,6.071466884845558,0,0,0,2,3,0,7.803589271007809
Professional,4.850945752098172,3,8.760739445277583,4,2,5,2.7746945878127334,2,1,3,5,4,5,0.0
Professional,4.751975926829049,2,8.966917233414637,2,2,4,1.0433825372614327,3,2,2,1,5,4,0.0
Professional,5.992636164037544,3,7.645422820037745,3,1,3,3.7329910667321937,1,1,0,3,4,5,0.0
Professional,4.461734441855815,1,9.434242875517366,5,1,5,2.151854397367417,2,3,2,5,4,5,0.0
Student,8.362513840191196,4,5.420098388811766,3,5,2,3.5817042452719328,0,0,1,1,2,0,5.0835230089235885
Student,8.072418342136666,5,5.665047935399207,3,4,1,5.983068348327884,2,2,0,1,2,0,5.315590540462417
Professional,8.092423758163429,3,4.850593468459488,2,3,3,5.1397174560606,0,1,1,3,0,4,2.466040517094265
Student,5.901346470129374,2,5.099507177003034,4,1,3,3.0099140467028187,3,4,2,3,2,5,0.0
Student,6.192541404044178,2,7.391232464731115,4,2,4,1.7222632444534214,2,2,1,4,4,5,0.0
Professional,7.297927277096901,4,4.066245305940925,4,4,2,7.697193775341818,0,0,1,3,2,0,4.862737269660331
Student,7.499633874816828,5,5.21753882332604,3,5,3,5.986026949826469,2,2,2,1,2,0,4.037281289657576
Professional,7.4657710226599505,5,5.627242969435439,5,5,2,7.807176645136396,2,2,0,2,2,0,4.195876222942634
Student,5.590340634277567,1,9.33647619314225,5,2,5,1.3616990482650013,4,3,3,5,4,5,0.0
Professional,5.39075965367291,2,7.130561741807943,5,1,5,2.739011305592619,1,1,2,4,2,5,0.0
Professional,7.03406467544299,5,6.174370884310557,3,5,2,4.5710298684123405,1,2,0,2,3,0,4.6186343327502195
Professional,7.568788663825676,4,4.943837458674272,5,4,2,6.735297314060598,0,0,1,1,2,0,5.85227071277313
Professional,6.746158371196383,2,8.753211847967005,4,2,5,1.603943352794906,3,3,1,4,3,5,0.0
Student,6.617063478550754,4,5.805488452410648,3,4,2,4.837967685685119,1,0,2,2,3,0,3.122215897152814
Student,8.082373374468727,3,3.2761284660290855,3,4,3,3.996519863365457,0,0,1,2,1,0,3.754720178476573
Student,7.2873964261153,4,6.531191182012463,2,5,3,3.736750104821599,2,1,3,2,2,0,3.254493614816608
Student,7.473040284546453,5,5.347270664791358,5,4,2,5.121302286545472,0,0,0,3,2,0,5.4435254362340615
Professional,7.3431498875262715,4,2.4364849263011594,3,5,3,5.077581150615791,1,1,2,2,0,0,4.7738341780449645
Professional,4.201401998512447,3,8.977671980314817,4,1,5,1.1178461165302302,3,3,1,5,3,5,0.0
Student,8.208520874186211,5,4.8554561170464705,2,3,2,4.5013453393989495,1,1,1,0,2,0,4.664484858663796
Student,4.597368925386134,1,7.3510796143036305,4,2,5,3.99231551466198,2,3,2,3,2,4,0.0
Student,5.513041792837728,3,11.683840803373,4,3,5,2.599532781280885,3,3,1,3,5,5,0.0
Student,4.030012833421766,2,9.914822833472844,4,1,5,1.4383119987269977,3,4,2,4,5,5,0.0
Student,6.314112970701668,2,9.47463257569752,3,2,5,3.693053347243996,3,3,2,3,4,5,0.0
Professional,7.785798386546981,3,5.755652070795261,2,5,3,3.212797416157744,2,1,1,2,1,0,4.347970878276049
Professional,8.328376039012522,4,3.3175603672690754,3,5,1,6.5797952905004395,0,1,0,2,2,0,5.6737036286491636
Student,4.1065332209270755,1,10.917177345832854,4,2,5,2.6092105326252515,4,3,2,4,5,5,0.0
Professional,5.188786627528225,2,10.172407479595059,4,3,4,3.381983250009505,4,4,1,4,4,5,0.0
Student,8.967238823992849,5,4.4054687072520125,4,5,3,5.834250136368925,0,1,1,2,2,0,6.312587868028392
Professional,8.680652119408766,4,3.448448723923493,5,4,3,5.282419282009066,1,2,2,3,1,3,3.4656718005529537
Professional,5.4153740930264265,2,9.891026018999584,4,1,5,3.7658231259587334,3,2,4,2,5,5,0.0
Student,6.523060073466278,4,6.173678108754532,3,3,2,3.884109529849698,4,4,1,2,3,0,0.7373015625251762
Student,8.138933502988843,3,4.320187508504054,3,5,3,5.915963046374284,1,2,1,2,2,0,4.581631788751095
Professional,8.075355233748512,5,3.787750613023369,5,4,3,7.478260321686292,0,0,1,4,0,4,2.532030581004583
Professional,4.727611784180504,1,10.224477051508057,5,2,4,2.7790448778168577,1,0,1,4,3,5,0.0
Student,8.266313777324108,5,5.76230031061548,3,3,2,4.139181634780037,1,2,1,3,0,3,3.2816268191103024
Professional,7.934054592436162,4,3.0199215343650323,2,4,3,5.1484856538201615,1,1,1,3,2,0,5.662591436513868
Student,7.24000967811369,3,3.6168898421156843,3,4,2,4.866945757160524,1,0,1,4,1,2,1.487543722965169
Student,4.547415961827603,1,5.793617434383729,3,2,3,3.7997100737195284,2,1,1,3,3,3,0.0
Professional,7.77245173486326,4,6.228648112255485,2,3,2,3.710375993569367,0,1,0,2,2,2,3.8569047551919846
Professional,7.052761642212538,5,5.77628385537026,3,4,3,5.243571656756882,1,1,2,2,2,1,2.2380221227507677
Professional,7.795838094320273,3,6.17215842865156,2,3,2,3.435630181833834,1,2,0,2,3,0,2.312523789752594
Professional,5.097896677394351,2,8.205113192788492,4,3,4,2.974186175457036,4,3,1,5,1,4,0.0
Professional,6.634586625005977,3,3.287581362058028,3,5,2,5.580718608008995,0,0,0,1,2,0,4.1924703504928145
Professional,5.554516744562093,1,10.21373642229688,4,1,5,1.6249344329265238,5,4,3,3,5,5,0.0
Student,7.056319406843287,4,4.489806574015471,2,3,2,3.867863241199478,2,1,1,2,2,0,3.279207080110058
Professional,4.561515072812475,3,8.619077619539382,2,1,3,1.884552150722118,2,1,1,1,3,3,0.0
Professional,7.825345739313334,4,6.276275299225627,2,4,2,3.848767507498696,2,3,0,2,5,0,3.574121512855985
Professional,4.963666458194815,2,7.514187074846775,4,3,5,2.7669451002802106,1,1,2,5,2,5,0.0
Student,5.3919646284241205,2,5.97411831222466,4,2,4,1.8449922687481366,2,1,3,4,4,5,0.0
Professional,7.0825638297770395,4,2.319103701237693,5,5,1,7.214413810464282,0,0,1,2,0,0,6.073720907835048
Professional,4.010842271717253,2,7.384924690854261,4,3,4,2.2344546284096265,2,2,2,3,5,4,0.0
Student,7.529214620470923,4,3.9323965855688523,2,3,2,4.15348074422196,2,3,1,2,1,2,2.6259561512842833
Professional,8.337829193991993,3,3.7447528759125714,2,3,2,4.680766365003471,0,0,1,2,1,1,4.83536128335746
Professional,8.28328899418244,5,5.703996649404293,4,4,2,7.286130523654965,1,1,0,2,2,1,5.187621316727397
Student,6.6556184230621,1,5.849249378459815,4,1,4,1.8636723222856375,1,1,3,3,2,5,0.0
Student,7.179071304315473,4,5.096428481504163,4,4,1,5.529513227268755,3,2,1,3,1,0,3.3540489118317383
Student,6.286434199968984,2,8.512130934962745,4,2,4,3.072449347339081,2,2,2,4,5,5,0.0
Student,8.547601596577577,4,3.7183296945286104,5,4,2,7.084272550143119,0,0,1,3,2,0,6.905003680987339
Professional,4.0650816245590145,1,11.400838703685986,4,1,4,3.7879737956836275,3,2,2,2,4,4,0.0
Professional,7.979261864321883,4,3.7205662151959,2,3,2,3.277874399033452,2,2,0,1,1,0,4.126321500803924
Professional,4.906178277330014,2,10.172496146696384,4,3,5,2.1256396341323516,3,3,2,5,3,5,0.0
Professional,6.05827007734802,3,6.997861293571136,3,2,4,2.5162758844923436,2,3,2,4,4,5,0.0
Professional,6.588886952649046,3,4.514092173853013,2,4,2,4.412372334126647,0,0,1,2,2,0,4.533103539159812
Student,8.042434164898431,5,4.822410464914799,4,4,2,7.885727433309805,0,0,2,2,2,2,7.297887539699451
Professional,6.916369756017082,4,4.195448634106574,2,3,3,3.639631668295738,1,2,0,3,2,2,4.240478185727154
Professional,5.344281298190724,3,11.761975870319759,5,2,5,2.849144397418002,5,5,2,3,4,5,0.0
Professional,7.261352970482937,4,5.683445820345696,2,4,2,4.631908907393116,2,2,0,1,3,0,4.511390404964939
Student,4.963614877291491,1,8.079940967178775,4,3,4,3.444199512375919,2,1,3,3,3,3,0.0
Student,8.044298782160118,5,3.2797954494063495,5,5,2,7.231463335518145,1,2,1,2,2,0,5.4103339025837105
Professional,7.35940458382912,5,5.097191777809806,3,5,2,4.441538958575207,2,2,2,2,4,0,2.787334132752973
Student,8.213387926924858,5,2.7319269461747226,5,4,3,7.136397453417764,0,0,2,3,0,1,5.5304425690175485
Student,7.949475229974602,5,5.152986513979251,4,4,1,5.9932242160945295,2,1,0,1,3,0,4.7514825624934
Student,5.065655798169329,3,8.3903070182687,4,2,4,1.9798543510349493,2,2,3,2,4,5,0.0
Professional,7.882812694750235,3,4.304446051370484,3,4,3,4.95914691453485,0,1,2,3,1,1,3.1322108611542987
Student,4.283691005024344,1,7.609872171512976,5,2,5,1.4167432697306,3,4,1,1,2,5,0.0
Professional,7.093907136206145,4,3.1217041128108445,3,3,3,3.431475535357543,0,1,2,3,2,3,1.9204441905108909
Professional,4.708924867700009,2,6.451954607429808,3,2,3,2.798735980075144,2,1,0,3,2,2,0.0
Professional,5.69341220853452,2,8.925189279331999,2,2,3,2.738158752835267,3,4,1,3,3,3,0.0
Student,6.407431564356791,1,8.068513968958518,4,1,4,3.1852638941013325,3,4,2,4,4,5,0.0
Professional,4.5259736232232815,3,6.382158058504039,2,2,3,1.0859222549958734,2,1,1,1,2,1,0.0
Student,6.479973601166856,3,11.514898245281744,5,1,5,2.9430562572489825,5,5,4,5,4,5,0.0
Student,8.508295969492885,4,4.076986710539545,4,4,3,5.065405031453492,2,1,2,5,1,2,2.1805772621269854
Professional,7.0410323293624595,5,3.619325272773787,2,3,3,4.928124705899296,0,1,1,2,1,1,3.533661598844569
Student,8.235008901802559,5,4.391667433604978,3,5,2,5.987739390936281,1,1,0,2,1,0,7.54933281329577
Professional,7.699010880537988,4,6.092283250273478,2,5,2,4.554859110880717,0,0,0,1,3,0,6.305223381776237
Professional,4.8531402186639845,3,6.073950193696271,2,1,4,1.8358084783453075,0,0,2,3,2,5,0.0
Professional,7.5825220789224534,4,2.373852933780742,5,4,3,5.726652930990777,0,0,0,4,0,1,4.043181690421871
Professional,8.2982072697292,5,2.157011515412183,4,5,2,6.476306316916789,0,1,0,3,0,0,6.140764858368605
Student,7.946017950000204,4,5.154727734354901,3,4,2,4.148588390084829,2,1,2,2,3,0,3.7417054112830392
Student,8.252376264483058,5,3.1076166153985354,3,4,3,4.910961114273017,2,2,3,4,3,3,2.6897485359546343
Student,8.226518254532046,3,6.895622693748015,2,4,2,5.963913663664055,1,2,1,1,3,0,4.562328967318201
Student,4.317797422599272,1,9.730536293475938,4,3,5,2.073863649421215,3,4,2,4,4,5,0.0
Professional,8.464404298443867,3,3.065060296469773,2,3,3,5.434031091348075,0,1,1,1,2,1,4.887168671960621
Professional,5.205167091513285,3,8.010157980706541,3,2,3,1.0972833187710687,3,3,4,1,3,1,0.0
Student,4.415251650333062,2,8.662641798772853,5,1,5,1.4942302475590863,3,3,3,5,4,5,0.0
Professional,7.8787613366730005,4,3.3956010442780773,2,5,2,3.7349406478015266,0,0,3,2,1,0,3.9045141712141556
Student,4.735950897194851,3,11.635084846037495,5,2,5,2.5396253699501132,5,5,2,4,5,5,0.0
Professional,5.60673755139183,1,8.485693097839835,4,1,4,1.8821088652333302,2,2,3,5,3,5,0.0
Professional,8.380750242723895,5,3.704241679370999,4,4,2,7.55136873495719,0,0,0,2,0,0,7.621540595769326
Student,6.345336347514529,1,9.457696221325985,5,1,5,2.719764005218722,2,1,3,5,3,5,0.0
Professional,4.7105820070568045,2,7.1763191776953725,3,2,3,3.695269728592793,1,0,0,3,4,3,0.0
Professional,4.439807323325705,2,10.239436245866461,5,1,4,1.1948573022465752,2,3,1,2,5,4,0.0
Professional,6.1533304017491774,1,6.961427288320133,2,2,4,2.769313136963238,4,3,1,2,3,3,0.0
Student,4.726686626532373,2,7.006283532661861,4,2,3,3.8518837809523996,1,0,1,2,3,2,0.0
Professional,6.812700246673735,4,6.024596047754015,3,4,2,4.4708878343967315,2,2,0,2,4,0,2.8031375425052376
Student,5.178653459747935,3,8.423178431302185,3,2,5,2.911102373688146,4,4,3,3,5,5,0.0
Professional,8.16215985354853,5,4.993911376951459,3,3,3,5.007710331416022,2,1,0,2,2,1,2.4109912814927057
Student,6.543302929660077,3,8.113357920643267,3,2,3,1.815474550496323,3,4,1,2,3,3,0.0
Professional,6.044935859739294,2,9.976438196984024,5,3,4,2.3987443835299045,4,3,2,3,5,3,0.0
Professional,4.936597161843654,1,8.498028738186102,3,1,5,1.6028846946876723,4,3,2,4,3,5,0.0
Professional,5.857158693353019,3,6.380613916720133,4,2,4,1.3495828321562553,1,2,3,3,4,5,0.0
Student,6.2653609179746335,3,7.166282818446115,2,1,3,3.7820544719897207,3,2,2,2,4,4,0.0
Student,7.59864005206323,4,3.4911310397674393,4,5,3,7.520414493169849,0,0,1,4,3,3,4.441050344667316
Professional,8.336217940068284,4,6.785156405557334,2,5,2,5.893411799271373,2,1,1,1,2,0,6.014895168314618
Student,7.9597064939082305,4,3.3329629915147354,2,3,3,4.057585387735047,0,0,2,3,2,3,1.9093258677490506
Professional,4.156242798933286,2,9.077923503723028,4,1,4,2.027562443157732,3,2,3,3,2,5,0.0
Professional,6.6201033225795065,4,3.291006101106527,2,5,3,5.892374796060251,1,2,3,2,0,0,4.178191334111464
Student,8.554319392519659,4,5.806946540359485,3,4,1,7.186677128449248,2,2,0,1,1,0,5.764201622198258
Professional,7.447574478401923,3,4.0672596906732945,2,3,3,4.05962174226139,1,1,1,1,1,1,3.6876007107442406
Professional,4.9802174558900605,3,8.216479173593829,2,1,3,2.8622735253501816,3,3,1,1,5,1,0.0
Student,8.994852759171955,4,5.055627650388676,5,4,1,5.73276466907152,0,0,2,3,2,0,4.648556585190456
Professional,5.198837561266853,3,6.5529176427771585,3,1,5,3.7430773895561593,2,1,2,5,3,5,0.0
Student,6.968574818979383,4,6.014597129286322,3,3,2,4.504312080633697,0,0,3,2,3,0,3.4704464632811938
Professional,6.237844931318744,2,9.729911337436505,3,1,3,1.6649640248113502,4,3,0,4,4,5,0.0
Professional,5.488718815467306,3,7.114023152452225,3,1,3,1.2396599736327796,2,1,2,3,2,4,0.0
Professional,4.956087712451276,2,10.293420420369406,5,3,5,3.030671849766473,4,3,3,4,4,5,0.0
Professional,7.253714047421831,4,4.608568246445545,4,5,2,5.004671704476578,0,0,1,2,4,0,5.2378675039874345
Professional,7.4701468211281705,5,5.797339098849749,5,5,1,6.845062667091421,2,2,0,2,2,0,4.837732652901389
Professional,7.559569050687571,3,6.0951540363121985,3,5,3,4.247333045915141,3,2,3,3,2,0,2.351351389028539
Student,6.217162073478994,2,10.396435916362416,4,3,5,3.6298329116436645,3,4,2,4,4,5,0.0
Professional,6.202702513884731,3,10.201394726385862,4,1,5,1.6548329788956682,4,3,1,2,5,5,0.0
Professional,7.790623265071776,5,3.72680970528914,2,5,2,4.436900735037439,0,0,2,1,2,0,6.055828867049915
Professional,4.685331897033417,2,10.069019628099003,5,1,5,3.5153795155932057,4,3,3,3,4,5,0.0
Professional,7.954619991073329,5,4.678396368706559,2,5,2,5.025919870719079,0,0,4,0,2,0,5.735091994018324
Student,7.91900958397065,3,3.7133129978216592,2,3,3,4.677774039118029,1,2,2,4,2,5,0.5030470524396385
Student,7.668994527957334,3,4.486941900554211,3,5,3,3.4136723322640066,1,1,3,3,0,1,2.8832575463375365
Professional,5.280865359296479,2,9.333103528199134,4,1,4,2.8986577000612384,3,3,1,4,3,5,0.0
Professional,5.1690087862961125,2,9.776566453633063,4,2,5,3.330143575385215,2,3,1,4,4,5,0.0
Professional,5.126265888279582,1,5.643893777387316,2,1,5,3.834015654355713,0,0,2,4,0,5,0.0
Professional,5.902676177195765,3,10.175095350359374,4,1,4,1.6809585437249082,3,2,2,1,5,3,0.0
Student,7.97940791290238,3,6.844804352867121,3,4,2,4.61849564402614,4,3,0,3,0,3,1.1018814079871222
Student,4.021068643905313,2,8.70656305015832,4,1,4,3.4212582865256977,2,1,1,5,2,5,0.0
Professional,4.7401927938689035,1,9.241537191196672,5,1,5,1.4498239668275037,1,1,2,2,4,5,0.0
Professional,8.185785347893793,5,5.644665237071106,2,4,2,3.960983781817576,0,0,0,2,3,0,7.086344539025778
Professional,7.169694659877485,4,3.3359976798000592,5,4,3,7.697368489425164,0,1,1,4,1,2,3.065934761782752
Professional,8.398501639269595,5,4.951961482302247,3,4,3,5.173021313487796,2,2,2,3,2,1,2.80391043457322
Student,7.053255160900449,4,4.495776867183841,3,5,1,5.8792416337743125,0,0,0,3,1,0,7.053950890632475
Professional,7.980416177887206,5,3.541016543731101,4,4,3,7.667675425516091,1,1,2,4,1,2,4.19991312787474
Student,8.051899770803294,5,4.89579806339719,3,5,2,3.9458161701296692,1,1,1,2,3,0,2.99271945224351
Student,6.538204168993701,3,4.164349059976921,3,3,3,4.392099323704551,1,0,3,3,2,3,1.5572115861398323
Student,7.831873888787357,5,3.4303791087944537,4,5,1,7.630227531534114,0,0,0,1,0,0,8.355614917910154
Professional,5.1530851970357485,2,7.267130637237749,5,2,4,2.552868478040365,1,0,2,3,1,4,0.0
Student,6.7939980943267075,3,3.4070190254488755,3,5,2,3.999888465185843,0,0,1,2,0,0,4.095477942041649
Student,4.500860919961353,2,7.267361187657725,2,2,5,1.5909923686238159,2,1,2,3,2,4,0.0
Student,8.491370178386077,4,3.8356827107803517,2,5,2,4.999257587296338,2,1,1,3,0,2,4.365532348262061
Student,8.426654669027764,4,4.070167221375637,4,5,3,5.562365357512913,0,0,1,4,0,2,3.9207594659323877
Student,4.912559688691547,1,9.538090524392437,3,2,5,1.0927084524027841,2,1,3,2,4,4,0.0
Professional,7.776431572447454,3,4.193170713723107,2,3,2,3.2334739452960415,0,1,1,2,1,1,2.6415587849183613
Professional,7.792447055649359,4,4.353189774362802,2,5,3,5.58914413032399,1,1,0,2,3,0,6.797919804397273
Student,6.629080208964071,3,6.262352818665011,2,5,3,3.0889202179551685,1,1,1,1,3,0,2.647260369266836
Professional,7.222326804542199,4,5.178785185790346,2,3,3,3.632872305110732,1,1,2,3,2,3,2.4606143289120146
Student,6.5632043113203675,5,3.0824526353434587,2,4,2,3.7734833380402852,0,0,2,0,0,0,4.5237132799698525
Professional,7.8843446874497465,5,2.762865616164957,5,4,1,7.940754972427506,1,1,2,3,0,0,7.237841234790607
Student,7.845585548580418,4,6.774640103213895,3,5,2,4.96048520914363,2,1,1,2,2,0,4.106978524244987
Professional,6.247185401566014,1,11.396140412568045,5,3,4,2.159693415078386,4,4,2,5,5,5,0.0
Student,5.3384540205672755,2,8.713384588741096,4,2,3,3.034151248117969,4,5,1,4,3,5,0.0
Professional,6.775370238532538,3,9.796189523417006,2,2,4,3.717602517793259,3,4,0,2,4,4,0.0
Student,8.144343754575313,4,5.359266335216054,5,4,3,5.976616412240956,1,2,2,2,2,0,3.659778739200828
Student,7.296871158219362,4,3.086130401194392,3,3,3,3.5049497458677403,0,0,2,2,1,0,1.898527047446821
Professional,8.10572929567641,5,5.753865256075506,3,4,2,6.275198990453183,3,4,1,3,4,0,4.453858777796887
Professional,5.709061724977875,3,8.790815609256033,5,2,4,2.0149788108648994,3,3,0,4,2,5,0.0
Student,5.812348601526139,3,8.321533460922053,5,3,5,3.7132521543009864,2,1,3,5,2,5,0.0
Professional,7.033612721854362,4,4.2790284877950535,2,4,3,3.3176328529452364,1,1,0,1,3,0,5.39633407616588
Student,4.875690227095423,2,6.8051103179431935,2,2,3,1.9926243527258345,2,3,2,2,4,2,0.0
Professional,5.177714142564369,2,10.295661019206033,4,3,4,1.9307832839591246,4,4,2,4,4,3,0.0
